2;bunker;2869.00;16.40;852.00;2.47;0
2;bunker;2874.00;17.50;683.00;5.13;0
2;bunker;2883.00;16.15;806.00;1.52;0
2;bunker;3037.00;14.28;500.00;4.54;0
2;bunker;2949.00;21.90;589.00;5.74;0
2;bunker;2844.00;18.55;803.00;3.58;0
2;bunker;2816.00;20.27;737.00;5.14;0
2;bunker;2827.00;16.20;864.00;1.52;0
2;bunker;2866.00;16.05;802.00;4.19;0
2;bunker;2814.00;16.00;682.00;2.03;0
2;bunker;2826.00;20.02;734.00;5.05;0
2;bunker;2894.00;22.68;604.00;6.25;0
2;bunker;2909.00;19.95;622.00;4.09;0
2;bunker;3062.00;20.55;532.00;0.47;0
2;bunker;2814.00;11.28;636.00;2.04;0
2;bunker;3031.00;21.05;534.00;4.70;0
2;bunker;3052.00;20.50;517.00;2.54;0
2;bunker;2848.00;14.20;609.00;3.74;0
2;bunker;2854.00;15.12;742.00;0.48;0
2;bunker;2919.00;23.65;581.00;3.14;0
2;bunker;2810.00;18.12;776.00;5.81;0
2;bunker;2828.00;16.93;826.00;2.54;0
2;bunker;2856.00;14.10;884.00;5.21;0
2;bunker;2891.00;17.70;663.00;1.59;0
2;bunker;2991.00;20.10;586.00;4.25;0
2;bunker;2992.00;20.68;529.00;0.99;0
2;anti_air_building;2957.00;22.02;584.00;3.66;0
2;anti_air_building;2823.00;19.18;807.00;0.04;0
2;anti_air_building;3053.00;18.98;542.00;2.70;0
#2;synthetic_refinery;2849.00;14.45;871.00;5.72;0
2;fuel_silo;2805.00;13.48;675.00;0.64;0
2;radar_station;2902.00;14.78;691.00;0.87;0
2;rocket_site;2905.00;15.43;663.00;2.61;0
2;nuclear_reactor;2836.00;16.00;645.00;2.71;0
3;arms_factory;2898.00;14.18;1249.00;1.35;0
3;arms_factory;2817.00;18.12;1174.00;1.46;0
3;arms_factory;2801.00;19.85;1258.00;5.58;0
3;arms_factory;2752.00;14.48;1099.00;1.96;0
3;arms_factory;2762.00;17.20;1099.00;6.08;0
3;arms_factory;2767.00;18.08;1138.00;6.18;0
3;industrial_complex;2800.00;22.52;1058.00;4.02;0
3;industrial_complex;2793.00;19.88;1255.00;0.41;0
3;industrial_complex;2885.00;17.18;1241.00;3.07;0
3;industrial_complex;2821.00;18.33;1168.00;6.09;0
3;industrial_complex;2857.00;16.00;1320.00;2.47;0
3;industrial_complex;2797.00;17.95;1033.00;5.13;0
3;air_base;2825.00;18.10;1104.00;1.52;0
3;bunker;2862.00;18.02;1165.00;4.54;0
3;bunker;2823.00;19.05;1183.00;5.74;0
3;bunker;2769.00;11.35;1027.00;3.58;0
3;bunker;2816.00;19.75;1087.00;5.14;0
3;bunker;2860.00;20.00;1253.00;1.52;0
3;bunker;2742.00;14.18;1115.00;4.19;0
3;bunker;2793.00;19.95;1253.00;2.03;0
3;bunker;2853.00;18.55;1141.00;5.05;0
3;bunker;2886.00;17.25;1265.00;6.25;0
3;bunker;2822.00;19.23;1115.00;4.09;0
3;bunker;2842.00;18.10;1023.00;0.47;0
3;bunker;2878.00;18.43;1233.00;2.04;0
3;bunker;2764.00;16.02;1077.00;4.70;0
3;bunker;2811.00;18.52;1159.00;2.54;0
3;bunker;2822.00;17.75;1100.00;3.74;0
3;bunker;2779.00;11.62;1016.00;0.48;0
3;bunker;2833.00;20.60;1205.00;3.14;0
3;bunker;2866.00;16.95;1208.00;5.81;0
3;bunker;2876.00;18.18;1284.00;2.54;0
3;bunker;2764.00;16.48;1195.00;5.21;0
3;bunker;2856.00;14.90;1099.00;1.59;0
3;bunker;2784.00;18.45;1150.00;4.25;0
3;bunker;2806.00;19.88;1259.00;0.99;0
3;bunker;2841.00;15.40;1300.00;3.66;0
3;bunker;2825.00;19.55;1279.00;0.04;0
3;bunker;2808.00;21.50;1134.00;2.70;0
3;bunker;2728.00;14.95;1179.00;5.72;0
3;bunker;2831.00;21.38;1273.00;0.64;0
3;bunker;2753.00;16.08;1146.00;4.76;0
3;anti_air_building;2823.00;19.15;1188.00;2.61;0
3;anti_air_building;2744.00;17.90;1186.00;2.71;0
3;anti_air_building;2766.00;19.23;1121.00;0.55;0
#3;synthetic_refinery;2797.00;17.58;1019.00;3.21;0
3;fuel_silo;2815.00;19.10;1154.00;4.77;0
3;radar_station;2816.00;18.10;1169.00;3.76;0
3;rocket_site;2799.00;21.18;1136.00;5.28;0
3;nuclear_reactor;2774.00;15.45;1239.00;0.20;0
4;arms_factory;2177.00;17.05;1165.00;5.58;0
4;arms_factory;2210.00;11.53;1159.00;1.96;0
4;arms_factory;2151.00;18.08;1204.00;6.08;0
4;arms_factory;2165.00;15.05;1224.00;6.18;0
4;arms_factory;2204.00;11.05;1274.00;4.02;0
4;arms_factory;2171.00;17.52;1187.00;0.41;0
4;industrial_complex;2197.00;13.23;1205.00;3.07;0
4;industrial_complex;2171.00;14.68;1256.00;6.09;0
4;industrial_complex;2195.00;15.05;1242.00;2.47;0
4;industrial_complex;2141.00;16.35;1208.00;5.13;0
4;industrial_complex;2172.00;16.25;1159.00;1.52;0
4;industrial_complex;2192.00;14.32;1151.00;4.54;0
4;air_base;2144.00;16.23;1188.00;5.74;0
4;naval_base;2218.00;9.85;1220.00;0.53;7923
4;naval_base;2221.00;9.93;1267.00;-4.29;7618
4;bunker;2119.00;10.60;1177.00;1.52;0
4;bunker;2157.00;15.32;1230.00;4.19;0
4;bunker;2161.00;16.90;1172.00;2.03;0
4;bunker;2114.00;11.45;1225.00;5.05;0
4;bunker;2195.00;13.65;1193.00;6.25;0
4;bunker;2200.00;12.75;1170.00;4.09;0
4;bunker;2124.00;12.40;1201.00;0.47;0
4;bunker;2174.00;17.50;1189.00;2.04;0
4;bunker;2218.00;9.95;1248.00;4.70;0
4;bunker;2201.00;11.78;1272.00;2.54;0
4;bunker;2184.00;15.70;1264.00;3.74;0
4;coastal_bunker;2222.00;9.95;1271.00;-4.29;0
4;coastal_bunker;2218.00;9.88;1214.00;0.53;0
4;dockyard;2219.00;9.85;1234.00;-4.53;0
4;anti_air_building;2126.00;13.00;1194.00;2.54;0
4;anti_air_building;2196.00;12.70;1272.00;5.21;0
4;anti_air_building;2141.00;14.95;1223.00;1.59;0
#4;synthetic_refinery;2186.00;14.70;1217.00;4.25;0
4;fuel_silo;2166.00;14.95;1254.00;0.99;0
4;radar_station;2167.00;17.48;1209.00;5.75;0
4;rocket_site;2146.00;13.78;1166.00;0.04;0
4;nuclear_reactor;2183.00;14.50;1233.00;2.70;0
5;arms_factory;2013.00;13.80;1173.00;6.08;0
5;arms_factory;1965.00;14.75;1183.00;6.18;0
5;arms_factory;2016.00;14.05;1168.00;4.02;0
5;arms_factory;2000.00;14.05;1176.00;0.41;0
5;arms_factory;2015.00;14.10;1162.00;3.07;0
5;arms_factory;1960.00;12.25;1160.00;6.09;0
5;industrial_complex;1970.00;14.10;1169.00;2.47;0
5;industrial_complex;1964.00;11.50;1154.00;5.13;0
5;industrial_complex;1966.00;13.10;1163.00;1.52;0
5;industrial_complex;1984.00;12.75;1199.00;4.54;0
5;industrial_complex;1993.00;13.45;1157.00;5.74;0
5;industrial_complex;1996.00;12.25;1194.00;3.58;0
5;air_base;1993.00;13.88;1180.00;5.14;0
5;bunker;1963.00;13.48;1190.00;1.52;0
5;bunker;1999.00;13.68;1153.00;4.19;0
5;bunker;1972.00;10.60;1146.00;2.03;0
5;anti_air_building;2004.00;14.82;1169.00;5.05;0
5;anti_air_building;1969.00;13.45;1166.00;6.25;0
5;anti_air_building;2002.00;14.20;1155.00;4.09;0
#5;synthetic_refinery;1986.00;13.48;1160.00;0.47;0
5;fuel_silo;1967.00;14.10;1170.00;2.04;0
5;radar_station;1993.00;14.18;1178.00;6.28;0
5;rocket_site;1989.00;13.10;1192.00;2.54;0
5;nuclear_reactor;1972.00;13.25;1200.00;3.74;0
6;arms_factory;1974.00;16.38;1504.00;4.02;0
6;arms_factory;2024.00;12.60;1558.00;0.41;0
6;arms_factory;2041.00;18.62;1505.00;3.07;0
6;arms_factory;1986.00;18.30;1503.00;6.09;0
6;arms_factory;1976.00;14.85;1494.00;2.47;0
6;arms_factory;2021.00;15.53;1540.00;5.13;0
6;industrial_complex;2047.00;17.88;1495.00;1.52;0
6;industrial_complex;1989.00;16.55;1492.00;4.54;0
6;industrial_complex;1979.00;12.12;1478.00;5.74;0
6;industrial_complex;1964.00;11.30;1567.00;3.58;0
6;industrial_complex;1993.00;19.33;1537.00;5.14;0
6;industrial_complex;1993.00;19.68;1520.00;1.52;0
6;air_base;2021.00;16.55;1505.00;4.19;0
6;bunker;1978.00;13.90;1553.00;2.03;0
6;bunker;2037.00;11.90;1544.00;5.05;0
6;bunker;1957.00;14.10;1518.00;6.25;0
6;bunker;2028.00;16.98;1509.00;4.09;0
6;bunker;2007.00;16.73;1478.00;0.47;0
6;bunker;1987.00;17.98;1500.00;2.04;0
6;bunker;1953.00;14.07;1543.00;4.70;0
6;bunker;2048.00;17.60;1503.00;2.54;0
6;bunker;1946.00;13.20;1527.00;3.74;0
6;bunker;2007.00;18.00;1501.00;0.48;0
6;anti_air_building;2008.00;17.08;1479.00;3.14;0
6;anti_air_building;2022.00;16.23;1533.00;5.81;0
6;anti_air_building;1990.00;17.83;1543.00;2.54;0
#6;synthetic_refinery;1995.00;19.75;1522.00;5.21;0
6;fuel_silo;2036.00;17.73;1507.00;1.59;0
6;radar_station;1997.00;19.18;1515.00;5.05;0
6;rocket_site;1959.00;14.48;1516.00;0.99;0
6;nuclear_reactor;1990.00;11.90;1463.00;3.66;0
7;arms_factory;3596.00;12.88;1020.00;3.07;0
7;arms_factory;3615.00;13.35;1003.00;6.09;0
7;arms_factory;3634.00;14.00;1013.00;2.47;0
7;arms_factory;3589.00;11.62;1030.00;5.13;0
7;arms_factory;3642.00;13.05;1026.00;1.52;0
7;arms_factory;3615.00;12.98;1020.00;4.54;0
7;industrial_complex;3588.00;12.32;1015.00;5.74;0
7;industrial_complex;3607.00;13.38;993.00;3.58;0
7;industrial_complex;3593.00;13.88;995.00;5.14;0
7;industrial_complex;3601.00;12.85;1026.00;1.52;0
7;industrial_complex;3620.00;13.65;1010.00;4.19;0
7;industrial_complex;3597.00;13.48;1004.00;2.03;0
7;air_base;3615.00;13.20;1031.00;5.05;0
7;bunker;3636.00;13.98;1032.00;6.25;0
7;bunker;3642.00;14.05;1002.00;4.09;0
7;bunker;3601.00;12.70;1022.00;0.47;0
7;bunker;3615.00;13.23;1025.00;2.04;0
7;bunker;3625.00;13.93;1014.00;4.70;0
7;bunker;3594.00;13.78;989.00;2.54;0
7;bunker;3612.00;13.57;989.00;3.74;0
7;bunker;3630.00;13.95;1006.00;0.48;0
7;bunker;3610.00;13.48;1007.00;3.14;0
7;bunker;3632.00;13.95;1008.00;5.81;0
7;bunker;3608.00;12.45;1016.00;2.54;0
7;bunker;3621.00;13.60;1005.00;5.21;0
7;bunker;3641.00;13.30;1020.00;1.59;0
7;bunker;3616.00;13.25;1027.00;4.25;0
7;bunker;3631.00;15.00;1027.00;0.99;0
7;bunker;3627.00;14.20;997.00;3.66;0
7;anti_air_building;3612.00;12.95;1011.00;0.04;0
7;anti_air_building;3597.00;13.98;997.00;2.70;0
7;anti_air_building;3599.00;13.60;1009.00;5.72;0
#7;synthetic_refinery;3617.00;13.62;997.00;0.64;0
7;fuel_silo;3596.00;12.88;1018.00;4.76;0
7;radar_station;3615.00;13.05;1013.00;2.35;0
7;rocket_site;3635.00;13.85;1009.00;2.71;0
7;nuclear_reactor;3602.00;13.65;991.00;0.55;0
8;arms_factory;3653.00;12.12;1014.00;2.47;0
8;arms_factory;3622.00;13.30;979.00;5.13;0
8;arms_factory;3666.00;12.32;970.00;1.52;0
8;arms_factory;3555.00;13.85;1060.00;4.54;0
8;arms_factory;3574.00;11.20;1026.00;5.74;0
8;arms_factory;3572.00;13.85;979.00;3.58;0
8;industrial_complex;3647.00;12.43;1023.00;5.14;0
8;industrial_complex;3625.00;14.03;1060.00;1.52;0
8;industrial_complex;3613.00;13.60;974.00;4.19;0
8;industrial_complex;3569.00;12.50;1007.00;2.03;0
8;industrial_complex;3582.00;12.48;1018.00;5.05;0
8;industrial_complex;3565.00;13.93;974.00;6.25;0
8;air_base;3600.00;13.03;958.00;4.09;0
8;bunker;3648.00;14.98;1061.00;0.47;0
8;bunker;3572.00;12.90;1009.00;2.04;0
8;bunker;3601.00;13.93;979.00;4.70;0
8;bunker;3582.00;14.28;976.00;2.54;0
8;bunker;3671.00;11.90;1020.00;3.74;0
8;bunker;3619.00;13.62;982.00;0.48;0
8;bunker;3589.00;11.80;1049.00;3.14;0
8;bunker;3577.00;10.25;1038.00;5.81;0
8;bunker;3623.00;14.50;1047.00;2.54;0
8;bunker;3610.00;13.28;960.00;5.21;0
8;bunker;3635.00;14.57;1059.00;1.59;0
8;bunker;3673.00;12.82;978.00;4.25;0
8;bunker;3657.00;11.43;1024.00;0.99;0
8;bunker;3605.00;12.85;1047.00;3.66;0
8;bunker;3595.00;14.15;968.00;0.04;0
8;bunker;3618.00;13.78;1047.00;2.70;0
8;bunker;3635.00;14.35;993.00;5.72;0
8;bunker;3653.00;12.93;1008.00;0.64;0
8;bunker;3668.00;13.65;996.00;4.76;0
8;bunker;3617.00;13.38;972.00;2.61;0
8;bunker;3633.00;14.15;991.00;2.71;0
8;bunker;3627.00;12.62;971.00;0.55;0
8;bunker;3670.00;12.75;1044.00;3.21;0
8;bunker;3634.00;13.20;983.00;4.77;0
8;bunker;3647.00;12.65;974.00;1.16;0
8;bunker;3662.00;11.65;1038.00;5.28;0
8;bunker;3638.00;14.40;1055.00;0.20;0
8;bunker;3645.00;12.05;1033.00;3.22;0
8;bunker;3673.00;12.55;1014.00;5.88;0
8;bunker;3656.00;11.85;1045.00;2.26;0
8;bunker;3610.00;12.68;1032.00;0.11;0
8;anti_air_building;3590.00;11.50;1036.00;1.67;0
8;anti_air_building;3659.00;13.48;1004.00;5.79;0
8;anti_air_building;3634.00;12.60;975.00;0.71;0
#8;synthetic_refinery;3565.00;12.68;1039.00;4.83;0
8;fuel_silo;3607.00;12.68;1046.00;0.11;0
8;radar_station;3612.00;12.85;1031.00;3.61;0
8;rocket_site;3641.00;13.35;1049.00;5.44;0
8;nuclear_reactor;3585.00;10.93;1067.00;2.17;0
9;arms_factory;3485.00;9.82;1788.00;1.52;0
9;arms_factory;3515.00;10.12;1776.00;4.54;0
9;arms_factory;3454.00;10.10;1779.00;5.74;0
9;arms_factory;3453.00;10.23;1802.00;3.58;0
9;arms_factory;3456.00;10.00;1787.00;5.14;0
9;arms_factory;3517.00;10.80;1759.00;1.52;0
9;industrial_complex;3494.00;10.70;1758.00;4.19;0
9;industrial_complex;3505.00;10.55;1769.00;2.03;0
9;industrial_complex;3469.00;9.90;1783.00;5.05;0
9;industrial_complex;3514.00;10.98;1749.00;6.25;0
9;industrial_complex;3456.00;10.05;1778.00;4.09;0
9;industrial_complex;3463.00;9.93;1790.00;0.47;0
9;air_base;3520.00;10.00;1781.00;2.04;0
9;naval_base;3469.00;9.88;1814.00;-2.86;7181
9;naval_base;3499.00;9.90;1784.00;-3.73;6742
9;naval_base;3528.00;9.93;1788.00;-3.46;6987
9;naval_base;3505.00;9.85;1782.00;-3.14;6742
9;naval_base;3482.00;9.80;1791.00;-3.73;8685
9;naval_base;3479.00;9.85;1799.00;-4.35;8685
9;bunker;3473.00;9.85;1788.00;2.54;0
9;bunker;3464.00;10.00;1772.00;5.21;0
9;bunker;3511.00;10.40;1769.00;1.59;0
9;bunker;3513.00;10.78;1762.00;4.25;0
9;bunker;3531.00;10.25;1783.00;0.99;0
9;bunker;3506.00;11.00;1755.00;3.66;0
9;bunker;3479.00;10.07;1779.00;0.04;0
9;bunker;3459.00;10.00;1794.00;2.70;0
9;bunker;3483.00;10.20;1772.00;5.72;0
9;bunker;3500.00;10.00;1780.00;0.64;0
9;bunker;3470.00;10.10;1772.00;4.76;0
9;bunker;3496.00;10.28;1770.00;2.61;0
9;bunker;3458.00;10.00;1779.00;2.71;0
9;bunker;3472.00;9.85;1808.00;0.55;0
9;bunker;3483.00;10.60;1758.00;3.21;0
9;coastal_bunker;3510.00;9.90;1781.00;-3.14;0
9;coastal_bunker;3523.00;9.90;1786.00;-3.46;0
9;coastal_bunker;3482.00;9.80;1791.00;-3.73;0
9;coastal_bunker;3479.00;9.85;1802.00;1.57;0
9;coastal_bunker;3495.00;9.85;1787.00;-3.73;0
9;coastal_bunker;3479.00;9.85;1796.00;-4.35;0
9;dockyard;3480.00;9.88;1794.00;-4.35;0
9;anti_air_building;3473.00;9.85;1788.00;0.11;0
9;anti_air_building;3501.00;10.88;1759.00;1.67;0
9;anti_air_building;3525.00;10.68;1768.00;5.79;0
#9;synthetic_refinery;3485.00;9.82;1788.00;0.71;0
9;fuel_silo;3511.00;11.07;1750.00;4.83;0
9;radar_station;3492.00;10.00;1779.00;2.12;0
9;rocket_site;3453.00;10.23;1802.00;2.78;0
9;nuclear_reactor;3487.00;10.05;1780.00;5.44;0
10;arms_factory;3519.00;11.00;1739.00;5.74;0
10;arms_factory;3579.00;10.98;1797.00;3.58;0
10;arms_factory;3524.00;11.20;1720.00;5.14;0
10;arms_factory;3567.00;10.07;1814.00;1.52;0
10;arms_factory;3550.00;10.75;1771.00;4.19;0
10;arms_factory;3562.00;11.40;1741.00;2.03;0
10;industrial_complex;3569.00;10.90;1795.00;5.05;0
10;industrial_complex;3522.00;11.23;1717.00;6.25;0
10;industrial_complex;3529.00;10.90;1742.00;4.09;0
10;industrial_complex;3566.00;10.98;1767.00;0.47;0
10;industrial_complex;3550.00;11.60;1740.00;2.04;0
10;industrial_complex;3524.00;10.80;1751.00;4.70;0
10;air_base;3519.00;11.40;1713.00;2.54;0
10;naval_base;3549.00;9.90;1811.00;-2.94;7830
10;naval_base;3471.00;9.88;1817.00;0.85;7181
10;naval_base;3554.00;9.90;1814.00;-2.51;7830
10;bunker;3529.00;10.85;1748.00;5.81;0
10;bunker;3454.00;10.62;1751.00;2.54;0
10;bunker;3461.00;9.95;1834.00;5.21;0
10;bunker;3545.00;11.20;1745.00;1.59;0
10;bunker;3431.00;9.93;1828.00;4.25;0
10;bunker;3539.00;11.30;1734.00;0.99;0
10;bunker;3483.00;10.55;1748.00;3.66;0
10;bunker;3578.00;11.35;1784.00;0.04;0
10;bunker;3463.00;10.40;1747.00;2.70;0
10;bunker;3561.00;10.50;1804.00;5.72;0
10;bunker;3524.00;10.80;1750.00;0.64;0
10;bunker;3522.00;11.00;1728.00;4.76;0
10;bunker;3506.00;10.85;1733.00;2.61;0
10;bunker;3493.00;10.73;1745.00;2.71;0
10;bunker;3476.00;10.60;1759.00;0.55;0
10;bunker;3543.00;11.32;1756.00;3.21;0
10;bunker;3427.00;10.68;1742.00;4.77;0
10;bunker;3449.00;10.15;1823.00;1.16;0
10;bunker;3434.00;10.35;1792.00;5.28;0
10;bunker;3563.00;10.88;1781.00;0.20;0
10;bunker;3455.00;10.50;1748.00;3.22;0
10;bunker;3429.00;10.62;1774.00;5.88;0
10;bunker;3547.00;9.95;1802.00;2.26;0
10;bunker;3433.00;10.40;1763.00;0.11;0
10;bunker;3477.00;10.93;1722.00;1.67;0
10;bunker;3415.00;10.25;1809.00;5.79;0
10;bunker;3550.00;10.88;1769.00;0.71;0
10;bunker;3501.00;11.05;1725.00;4.83;0
10;bunker;3441.00;10.20;1760.00;0.11;0
10;coastal_bunker;3472.00;9.60;1817.00;0.85;0
10;coastal_bunker;3546.00;9.50;1791.00;-0.46;0
10;coastal_bunker;3554.00;9.50;1816.00;-2.51;0
10;dockyard;3478.00;9.60;1825.00;0.85;0
10;anti_air_building;3525.00;10.98;1740.00;1.22;0
10;anti_air_building;3422.00;10.50;1823.00;5.34;0
10;anti_air_building;3434.00;9.95;1833.00;5.45;0
#10;synthetic_refinery;3530.00;11.25;1721.00;3.29;0
10;fuel_silo;3461.00;10.00;1826.00;5.95;0
10;radar_station;3495.00;10.80;1753.00;3.84;0
10;rocket_site;3424.00;10.28;1820.00;3.89;0
10;nuclear_reactor;3431.00;9.93;1832.00;1.73;0
11;arms_factory;3053.00;10.12;1594.00;5.14;0
11;arms_factory;3069.00;9.90;1608.00;1.52;0
11;arms_factory;3069.00;10.28;1590.00;4.19;0
11;arms_factory;3045.00;10.00;1604.00;2.03;0
11;arms_factory;3041.00;10.10;1592.00;5.05;0
11;arms_factory;3054.00;9.88;1607.00;6.25;0
11;industrial_complex;3067.00;9.90;1616.00;4.09;0
11;industrial_complex;3028.00;10.00;1603.00;0.47;0
11;industrial_complex;3051.00;10.10;1595.00;2.04;0
11;industrial_complex;3061.00;10.80;1583.00;4.70;0
11;industrial_complex;3057.00;10.12;1594.00;2.54;0
11;industrial_complex;3059.00;10.73;1584.00;3.74;0
11;air_base;3042.00;9.93;1612.00;0.48;0
11;naval_base;3058.00;9.85;1607.00;-3.93;8803
11;naval_base;3047.00;9.80;1618.00;-3.61;4427
11;naval_base;3037.00;9.90;1634.00;-3.52;8085
11;naval_base;3065.00;9.60;1612.00;-1.71;8803
11;naval_base;3064.00;9.80;1609.00;-2.74;8803
11;bunker;3033.00;10.12;1592.00;4.25;0
11;bunker;3034.00;10.03;1609.00;0.99;0
11;bunker;3053.00;10.07;1595.00;3.66;0
11;bunker;3039.00;10.10;1609.00;0.04;0
11;bunker;3063.00;10.80;1581.00;2.70;0
11;bunker;3074.00;10.05;1608.00;5.72;0
11;bunker;3057.00;10.80;1577.00;0.64;0
11;bunker;3040.00;10.28;1588.00;4.76;0
11;bunker;3056.00;9.90;1606.00;2.61;0
11;bunker;3035.00;9.93;1615.00;2.71;0
11;bunker;3058.00;10.38;1589.00;0.55;0
11;bunker;3065.00;9.90;1607.00;3.21;0
11;bunker;3041.00;9.85;1626.00;4.77;0
11;bunker;3041.00;9.90;1619.00;1.16;0
11;bunker;3076.00;10.62;1589.00;5.28;0
11;coastal_bunker;3039.00;9.80;1629.00;1.57;0
11;coastal_bunker;3056.00;9.88;1608.00;-3.93;0
11;coastal_bunker;3048.00;9.80;1618.00;-3.61;0
11;coastal_bunker;3065.00;9.50;1619.00;-1.71;0
11;coastal_bunker;3064.00;9.57;1610.00;-2.74;0
11;dockyard;3062.00;9.88;1607.00;-3.93;0
11;anti_air_building;3035.00;9.90;1628.00;5.79;0
11;anti_air_building;3071.00;9.98;1620.00;0.71;0
11;anti_air_building;3035.00;10.10;1606.00;4.83;0
#11;synthetic_refinery;3066.00;9.88;1609.00;0.11;0
11;fuel_silo;3066.00;10.57;1586.00;2.78;0
11;radar_station;3051.00;10.00;1603.00;1.36;0
11;rocket_site;3042.00;10.10;1601.00;2.17;0
11;nuclear_reactor;3046.00;9.80;1616.00;3.38;0
12;arms_factory;3029.00;10.00;1635.00;4.19;0
12;arms_factory;3087.00;10.60;1605.00;2.03;0
12;arms_factory;3007.00;10.62;1583.00;5.05;0
12;arms_factory;3097.00;10.23;1612.00;6.25;0
12;arms_factory;3100.00;10.30;1610.00;4.09;0
12;arms_factory;3081.00;10.85;1589.00;0.47;0
12;industrial_complex;3098.00;10.98;1591.00;2.04;0
12;industrial_complex;3022.00;10.00;1568.00;4.70;0
12;industrial_complex;3021.00;10.10;1617.00;2.54;0
12;industrial_complex;3019.00;10.15;1615.00;3.74;0
12;industrial_complex;3067.00;11.75;1546.00;0.48;0
12;industrial_complex;3090.00;10.10;1627.00;3.14;0
12;air_base;3024.00;10.28;1591.00;5.81;0
12;naval_base;3034.00;9.85;1640.00;-4.57;8085
12;naval_base;3027.00;9.85;1659.00;-3.93;8767
12;naval_base;3060.00;9.50;1631.00;-1.85;4427
12;naval_base;3079.00;9.90;1629.00;-2.50;7796
12;bunker;2994.00;10.95;1607.00;0.99;0
12;bunker;3017.00;10.25;1657.00;3.66;0
12;bunker;3094.00;12.00;1556.00;0.04;0
12;bunker;3078.00;11.15;1565.00;2.70;0
12;bunker;3097.00;11.18;1582.00;5.72;0
12;bunker;3022.00;10.00;1569.00;0.64;0
12;bunker;3094.00;11.65;1565.00;4.76;0
12;bunker;3005.00;10.65;1625.00;2.61;0
12;bunker;3096.00;10.30;1609.00;2.71;0
12;bunker;3009.00;10.40;1596.00;0.55;0
12;bunker;3023.00;10.23;1580.00;3.21;0
12;bunker;3015.00;10.30;1590.00;4.77;0
12;bunker;3018.00;10.20;1616.00;1.16;0
12;bunker;3008.00;10.78;1638.00;5.28;0
12;bunker;3026.00;10.00;1616.00;0.20;0
12;bunker;3088.00;10.00;1635.00;3.22;0
12;bunker;3037.00;10.68;1555.00;5.88;0
